type	item	pins	zones	maps	realms	records	first_seen	last_seen
mystic_scroll	201031	1	Alterac Mountains	0	Bronzebeard - Warcraft Reborn	1	2026-06-10	2026-06-10
mystic_scroll	201047	2	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	5	2025-11-11	2026-07-04
mystic_scroll	201048	2	Arathi Highlands|Feralas	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2025-11-23	2026-06-10
mystic_scroll	201051	1	The Hinterlands	0	Bronzebeard - Warcraft Reborn	1	2025-11-22	2025-11-22
mystic_scroll	201054	2	Western Plaguelands	0	Bronzebeard - Warcraft Reborn	2	2026-05-21	2026-05-26
mystic_scroll	201056	1	Eastern Plaguelands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-10	2026-04-25
mystic_scroll	201064	1	Stranglethorn Vale	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-01	2026-05-02
mystic_scroll	201080	1	Azshara	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-10-23	2026-04-25
mystic_scroll	201086	1	Alterac Mountains	0	Bronzebeard - Warcraft Reborn	1	2026-06-13	2026-06-13
mystic_scroll	201092	2	Azshara|Westfall	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2025-11-21	2026-06-09
mystic_scroll	201100	2	The Barrens|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	8	2025-11-11	2026-06-09
mystic_scroll	201107	2	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-02	2026-06-22
mystic_scroll	201116	1	Winterspring	1	Bronzebeard - Warcraft Reborn	1	2026-05-08	2026-05-08
mystic_scroll	201117	1	Western Plaguelands	0	Bronzebeard - Warcraft Reborn	1	2026-06-03	2026-06-03
mystic_scroll	201132	1	Eastern Plaguelands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-14	2026-04-25
mystic_scroll	201133	1	Ashenvale	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-01	2026-05-01
mystic_scroll	201136	1	Felwood	1	Bronzebeard - Warcraft Reborn	1	2026-05-31	2026-05-31
mystic_scroll	201139	1	Un'Goro Crater	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-12	2026-04-25
mystic_scroll	201142	1	The Hinterlands	0	Bronzebeard - Warcraft Reborn	1	2026-05-21	2026-05-21
mystic_scroll	201156	1	Hillsbrad Foothills	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-10-25	2026-04-25
mystic_scroll	201159	1	Western Plaguelands	0	Bronzebeard - Warcraft Reborn	1	2026-07-03	2026-07-03
mystic_scroll	201164	2	Arathi Highlands|Eastern Plaguelands	0	Bronzebeard - Warcraft Reborn	2	2026-05-13	2026-05-20
mystic_scroll	201165	1	Searing Gorge	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-08	2026-04-25
mystic_scroll	201169	1	The Barrens	1	Bronzebeard - Warcraft Reborn	1	2026-05-29	2026-05-29
mystic_scroll	201172	1	Desolace	1	Bronzebeard - Warcraft Reborn	1	2026-06-21	2026-06-21
mystic_scroll	201182	3	The Barrens|Westfall	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2025-11-23	2026-06-21
mystic_scroll	201184	4	Feralas	1	Bronzebeard - Warcraft Reborn	4	2026-05-26	2026-07-11
mystic_scroll	201185	1	Stonetalon Mountains	1	Bronzebeard - Warcraft Reborn	1	2026-05-14	2026-05-14
mystic_scroll	201187	1	Burning Steppes	0	Bronzebeard - Warcraft Reborn	1	2026-06-03	2026-06-03
mystic_scroll	201191	1	The Temple of Atal'Hakkar	109	Bronzebeard - Warcraft Reborn	1	2026-06-11	2026-06-11
mystic_scroll	201202	1	Winterspring	1	Bronzebeard - Warcraft Reborn	1	2026-06-15	2026-06-15
mystic_scroll	201219	2	Stranglethorn Vale	0	Bronzebeard - Warcraft Reborn	2	2026-06-04	2026-06-10
mystic_scroll	201222	2	The Barrens|Wetlands	0|1	Bronzebeard - Warcraft Reborn	2	2026-05-18	2026-06-13
mystic_scroll	201223	2	Arathi Highlands|Silithus	0|1	Bronzebeard - Warcraft Reborn	2	2026-05-18	2026-06-13
mystic_scroll	201225	3	Elwynn Forest|The Barrens|Westfall	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-03	2026-05-18
mystic_scroll	201226	2	Dire Maul	429	Bronzebeard - Warcraft Reborn	2	2026-05-18	2026-06-07
mystic_scroll	201227	1	The Hinterlands	0	Bronzebeard - Warcraft Reborn	1	2026-06-04	2026-06-04
mystic_scroll	201230	1	The Hinterlands	0	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201231	4	The Barrens|Westfall	0|1	Bronzebeard - Warcraft Reborn|Dawnrise - Season 10 Freepick	4	2026-04-05	2026-07-12
mystic_scroll	201232	1	Western Plaguelands	0	Bronzebeard - Warcraft Reborn	1	2026-05-18	2026-05-18
mystic_scroll	201237	1	Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-02	2026-05-21
mystic_scroll	201240	1	Eastern Plaguelands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-10	2026-05-02
mystic_scroll	201241	2	Silithus	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-02	2026-05-31
mystic_scroll	201249	3	Azshara|Winterspring	1	Bronzebeard - Warcraft Reborn	3	2026-05-16	2026-08-16
mystic_scroll	201261	2	Arathi Highlands|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Dawnrise - Season 10 Freepick	3	2025-11-27	2026-06-09
mystic_scroll	201275	3	The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Dawnrise - Season 10 Freepick	4	2026-04-13	2026-07-14
mystic_scroll	201282	1	Tanaris	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-11	2026-04-25
mystic_scroll	201288	1	Hillsbrad Foothills	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-11	2026-05-02
mystic_scroll	201289	3	Desolace|Western Plaguelands	0|1	Bronzebeard - Warcraft Reborn	3	2026-06-12	2026-06-16
mystic_scroll	201290	1	Ashenvale	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-11-23	2026-05-02
mystic_scroll	201293	2	Western Plaguelands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-06-10
mystic_scroll	201298	2	Azshara	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	5	2025-11-11	2026-06-19
mystic_scroll	201304	1	Alterac Mountains	0	Bronzebeard - Warcraft Reborn	1	2026-06-10	2026-06-10
mystic_scroll	201311	5	Loch Modan|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2026-04-22	2026-06-20
mystic_scroll	201320	1	Arathi Highlands	0	Bronzebeard - Warcraft Reborn	1	2026-06-18	2026-06-18
mystic_scroll	201329	4	Loch Modan|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-05-01	2026-08-20
mystic_scroll	201331	1	Ashenvale	1	Bronzebeard - Warcraft Reborn	1	2026-05-14	2026-05-14
mystic_scroll	201332	3	Un'Goro Crater	1	Bronzebeard - Warcraft Reborn	3	2026-05-10	2026-08-04
mystic_scroll	201333	1	Eastern Plaguelands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-01	2026-05-01
mystic_scroll	201356	1	Ashenvale	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2025-11-30	2026-06-08
mystic_scroll	201361	1	Burning Steppes	0	Bronzebeard - Warcraft Reborn	1	2026-06-09	2026-06-09
mystic_scroll	201364	1	Felwood	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-11	2026-04-25
mystic_scroll	201371	1	The Hinterlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-04-14	2026-04-25
mystic_scroll	201373	1	Dustwallow Marsh	1	Bronzebeard - Warcraft Reborn	1	2026-06-29	2026-06-29
mystic_scroll	201374	1	Stranglethorn Vale	0	Bronzebeard - Warcraft Reborn	1	2026-06-13	2026-06-13
mystic_scroll	201375	3	Hillsbrad Foothills|Silverpine Forest	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-26	2026-06-24
mystic_scroll	201380	1	Felwood	1	Bronzebeard - Warcraft Reborn	1	2026-08-05	2026-08-05
mystic_scroll	201381	2	Hillsbrad Foothills|Silverpine Forest	0	Bronzebeard - Warcraft Reborn	2	2026-08-11	2026-08-11
mystic_scroll	201382	1	Arathi Highlands	0	Bronzebeard - Warcraft Reborn	1	2026-06-11	2026-06-11
mystic_scroll	201385	1	Tanaris	1	Bronzebeard - Warcraft Reborn	1	2026-06-15	2026-06-15
mystic_scroll	201386	1	Feralas	1	Bronzebeard - Warcraft Reborn	1	2026-05-12	2026-05-12
mystic_scroll	201388	3	Duskwood|The Barrens	0|1	Bronzebeard - Warcraft Reborn	3	2026-04-14	2026-06-11
mystic_scroll	201393	1	Stonetalon Mountains	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-16	2026-04-25
mystic_scroll	201394	3	Feralas|Tanaris	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-25	2026-08-25
mystic_scroll	201395	1	Stonetalon Mountains	1	Bronzebeard - Warcraft Reborn	1	2026-05-30	2026-05-30
mystic_scroll	201398	1	Burning Steppes	0	Bronzebeard - Warcraft Reborn	1	2026-07-30	2026-07-30
mystic_scroll	201400	1	Desolace	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-11	2026-04-25
mystic_scroll	201410	1	Felwood	1	Bronzebeard - Warcraft Reborn	1	2026-05-01	2026-05-01
mystic_scroll	201413	1	Burning Steppes	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2025-11-23	2026-06-09
mystic_scroll	201419	1	Blasted Lands	0	Bronzebeard - Warcraft Reborn	1	2026-06-11	2026-06-11
mystic_scroll	201437	1	Un'Goro Crater	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-09	2026-04-25
mystic_scroll	201438	2	Blasted Lands|Wetlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-05-31
mystic_scroll	201439	1	Desolace	1	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201441	2	Eastern Plaguelands|Isle of Quel'Danas	0|530	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	5	2025-11-10	2026-04-25
mystic_scroll	201446	1	Azshara	1	Bronzebeard - Warcraft Reborn	1	2026-06-17	2026-06-17
mystic_scroll	201448	2	Alterac Mountains	0	Bronzebeard - Warcraft Reborn	2	2026-06-10	2026-06-13
mystic_scroll	201450	3	Silverpine Forest|Westfall	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-19	2026-06-15
mystic_scroll	201452	1	Western Plaguelands	0	Bronzebeard - Warcraft Reborn	1	2026-05-15	2026-05-15
mystic_scroll	201453	4	Duskwood|Eastern Plaguelands|The Barrens	0|1	Bronzebeard - Warcraft Reborn	4	2026-05-02	2026-05-30
mystic_scroll	201463	2	Arathi Highlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-03-28	2026-05-09
mystic_scroll	201467	1	Stranglethorn Vale	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-11-22	2026-04-30
mystic_scroll	201468	3	Feralas|Stranglethorn Vale	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2025-11-23	2026-06-15
mystic_scroll	201469	1	Blackrock Depths	230	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201472	1	Desolace	1	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201473	3	Ashenvale	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-23	2026-08-24
mystic_scroll	201474	1	Ashenvale	1	Bronzebeard - Warcraft Reborn	1	2026-06-14	2026-06-14
mystic_scroll	201475	1	Desolace	1	Bronzebeard - Warcraft Reborn	1	2026-05-24	2026-06-29
mystic_scroll	201476	2	Stonetalon Mountains	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-04-25	2026-08-26
mystic_scroll	201477	1	Arathi Highlands	0	Bronzebeard - Warcraft Reborn	1	2026-06-03	2026-06-03
mystic_scroll	201479	1	Tanaris	1	Bronzebeard - Warcraft Reborn	1	2026-06-27	2026-06-27
mystic_scroll	201480	1	The Barrens	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-11	2026-04-25
mystic_scroll	201481	1	Tanaris	1	Bronzebeard - Warcraft Reborn	1	2026-05-06	2026-05-06
mystic_scroll	201482	1	Arathi Highlands	0	Bronzebeard - Warcraft Reborn	1	2026-07-24	2026-07-24
mystic_scroll	201486	1	Stranglethorn Vale	0	Bronzebeard - Warcraft Reborn	1	2026-07-04	2026-07-04
mystic_scroll	201488	1	Arathi Highlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-11-08	2026-04-25
mystic_scroll	201489	2	Silithus|Swamp of Sorrows	0|1	Bronzebeard - Warcraft Reborn	2	2026-05-10	2026-05-11
mystic_scroll	201491	1	Badlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-02	2026-05-02
mystic_scroll	201492	1	Badlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-03-31	2026-04-18
mystic_scroll	201493	1	Badlands	0	Bronzebeard - Warcraft Reborn	1	2026-05-05	2026-05-05
mystic_scroll	201494	1	The Hinterlands	0	Bronzebeard - Warcraft Reborn	1	2026-05-05	2026-05-05
mystic_scroll	201498	1	The Barrens	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-11-25	2026-04-26
mystic_scroll	201511	1	The Barrens	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-01	2026-05-01
mystic_scroll	201513	1	Ashenvale	1	Bronzebeard - Warcraft Reborn	1	2026-06-10	2026-06-10
mystic_scroll	201514	1	Feralas	1	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201516	4	Ashenvale|Darkshore|The Barrens	1	Bronzebeard - Warcraft Reborn	4	2026-05-19	2026-08-24
mystic_scroll	201517	1	Dustwallow Marsh	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-10-27	2026-05-01
mystic_scroll	201518	2	Darkshore|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-05-01	2026-06-10
mystic_scroll	201524	3	Redridge Mountains|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-04-26	2026-06-27
mystic_scroll	201525	2	Darkshore	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-08-23
mystic_scroll	201528	2	Alterac Mountains|Wetlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-05-01	2026-05-01
mystic_scroll	201531	1	The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-02	2026-05-16
mystic_scroll	201532	1	Redridge Mountains	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-02	2026-05-02
mystic_scroll	201533	3	Darkshore	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-05-02	2026-08-23
mystic_scroll	201534	1	Wetlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-01	2026-05-02
mystic_scroll	201538	1	Ashenvale	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2025-12-11	2026-07-15
mystic_scroll	201539	1	Stranglethorn Vale	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-12-03	2026-04-30
mystic_scroll	201540	2	Silverpine Forest|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-02	2026-06-10
mystic_scroll	201541	3	Darkshore|Loch Modan|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	5	2026-05-01	2026-06-12
mystic_scroll	201542	1	Ashenvale	1	Bronzebeard - Warcraft Reborn	1	2026-06-12	2026-06-12
mystic_scroll	201543	4	Stonetalon Mountains|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-05-01	2026-06-24
mystic_scroll	201544	2	Ashenvale|Duskwood	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	5	2025-11-11	2026-06-06
mystic_scroll	201546	5	Darkshore|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	8	2025-11-23	2026-08-22
mystic_scroll	201547	1	Stranglethorn Vale	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	4	2025-10-28	2026-04-25
mystic_scroll	201555	3	Ashenvale|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	6	2025-11-11	2026-08-28
mystic_scroll	201556	3	Stonetalon Mountains|Western Plaguelands	0|1	Bronzebeard - Warcraft Reborn	3	2026-06-15	2026-06-21
mystic_scroll	201560	1	Desolace	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth	5	2025-10-23	2026-08-25
mystic_scroll	201563	1	Badlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-06-08
mystic_scroll	201565	4	The Barrens|Westfall	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	8	2025-11-26	2026-08-24
mystic_scroll	201566	2	Ashenvale|Duskwood	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-06-09
mystic_scroll	201567	2	Westfall|Wetlands	0	Bronzebeard - Warcraft Reborn	2	2026-05-24	2026-06-09
mystic_scroll	201568	5	Redridge Mountains|The Barrens|The Stockade|Wailing Caverns	0|1|34|43	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2026-04-14	2026-08-09
mystic_scroll	201569	8	Darkshore|Loch Modan|Redridge Mountains|Silverpine Forest|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	13	2025-11-21	2026-08-19
mystic_scroll	201570	1	Westfall	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-11-23	2026-04-23
mystic_scroll	201571	4	Arathi Highlands	0	Bronzebeard - Warcraft Reborn	4	2026-06-09	2026-08-13
mystic_scroll	201573	3	Redridge Mountains|Silverpine Forest|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	9	2026-04-22	2026-08-26
mystic_scroll	201576	1	The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-04-26	2026-06-11
mystic_scroll	201578	4	Darkshore|Silverpine Forest|The Barrens|Westfall	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2026-04-11	2026-08-21
mystic_scroll	201579	1	Thousand Needles	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2025-11-22	2026-05-09
mystic_scroll	201581	2	Darkshore|Duskwood	0|1	Bronzebeard - Warcraft Reborn	2	2026-06-05	2026-08-18
mystic_scroll	201583	1	Loch Modan	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-02	2026-05-02
mystic_scroll	201584	2	Redridge Mountains|Silverpine Forest	0	Bronzebeard - Warcraft Reborn	2	2026-05-06	2026-06-19
mystic_scroll	201585	2	Thousand Needles|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2025-11-23	2026-05-10
mystic_scroll	201586	3	Elwynn Forest|The Barrens	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-05-01	2026-08-23
mystic_scroll	201589	5	Darkshore	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	7	2026-04-20	2026-08-23
mystic_scroll	201590	2	The Barrens|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-04-28	2026-05-02
mystic_scroll	201591	2	Redridge Mountains|Wetlands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	6	2026-04-25	2026-05-01
mystic_scroll	201592	1	Tirisfal Glades	0	Bronzebeard - Warcraft Reborn	1	2026-06-08	2026-06-08
mystic_scroll	201593	2	Ashenvale	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	4	2026-05-01	2026-05-02
mystic_scroll	201598	1	Ashenvale	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2026-05-02	2026-05-02
mystic_scroll	201603	3	Redridge Mountains|Thousand Needles|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	8	2026-04-25	2026-07-13
mystic_scroll	201604	1	Stonetalon Mountains	1	Bronzebeard - Warcraft Reborn	1	2026-07-15	2026-07-15
mystic_scroll	201605	2	Ashenvale|Wetlands	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	8	2026-05-01	2026-05-21
mystic_scroll	201609	6	Maraudon|Stranglethorn Vale|The Hinterlands	0|349	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	8	2026-04-20	2026-06-25
mystic_scroll	201831	1	Thousand Needles	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	3	2025-12-03	2026-05-02
