id	name	type	display_id	sightings	submissions	zones	example_zone	example_map_id	example_x	example_y	example_z	example_map_x	example_map_y	lock_id	lock_type	other_names	seen_in	zone_list	origin
745330	Barrel o' Fish	Generic	1029869	2	2	1	Barrens	1	-1008.700	-3729.570	0.326	62.700	38.800	0			dumps-part1 | dumps_part4	Barrens	ascension
754162	Eroded Sigil Stone	Generic	1025463	3	2	1	Tirisfal	0	1687.480	1548.330	124.757	32.900	71.400				GameObjects-Bronzebeard | dumps_part2	Tirisfal	ascension
754239	Stack of Hides	Generic	1010205	2	1	1	Wetlands	0	-2970.860	-1694.880	9.315	31.600	29.900				dumps_part2	Wetlands	ascension
754368	Holy Atal'ai Band	Generic	63516	2	2	1	SwampOfSorrows	0	-10488.900	-4029.460	17.417	78.800	56.800				GameObjects-Bronzebeard | dumps_part2	SwampOfSorrows	ascension
754392	Dusksinger Band	Generic	63517	3	2	1	SwampOfSorrows	0	-10461.500	-3316.330	22.030	47.700	55.000				GameObjects-Bronzebeard | dumps_part2	SwampOfSorrows	ascension
754400	Ruby Giant's Eye	Generic	63517	3	2	1	SwampOfSorrows	0	-10427.400	-3662.970	16.415	62.800	52.700				GameObjects-Bronzebeard | dumps_part2	SwampOfSorrows	ascension
754669	Old Ogre Relic	Generic	1020358	2	1	1	BurningSteppes	0	-7733.620	-2792.910	164.385	86.200	36.000				dumps_part2	BurningSteppes	ascension
765000	Rolf's Corpse			1	1	1	Elwynn	0	-9224.190	-1234.330	73.431	79.800	55.500				dumps_part4	Elwynn	ascension
770376	Felforged Meteor Fragment Remnant	Generic	1025536	2	2	1	Ashenvale	1	3896.790	731.728	10.110	16.800	20.200				GameObjects-Bronzebeard | dumps_part2	Ashenvale	ascension
770382	Echo of Aessina	Generic	1041975	2	2	1	Ashenvale	1	2632.070	429.207	77.219	22.000	53.100				GameObjects-Bronzebeard | dumps_part2	Ashenvale	ascension
770395	Bloodtooth Neck	Generic	1018860	2	2	1	Ashenvale	1	1612.590	-1460.820	158.258	54.800	79.600				GameObjects-Bronzebeard | dumps_part2	Ashenvale	ascension
772095	Moonpetal Lily	Generic	253	3	2	1	Teldrassil	1	10536.500	922.475	1311.030	56.800	38.200				GameObjects-Bronzebeard | dumps_part2	Teldrassil	ascension
775707	Partially Buried Tablet	Generic	7356	2	1	1	Wetlands	0	-3484.950	-1825.250	16.522	34.700	48.500				dumps_part2	Wetlands	ascension
776160	Silvery Ring	Generic	1070109	3	2	1	Felwood	1	6139.310	-1516.760	443.577	54.900	25.900				GameObjects-Bronzebeard | dumps_part2	Felwood	ascension
776166	Heavy Chest	Generic	1387	3	2	1	Felwood	1	3838.570	-1661.550	257.901	57.400	86.000				GameObjects-Bronzebeard | dumps_part2	Felwood	ascension
776170	Silverback Cape	Generic	1054483	2	2	1	UnGoroCrater	1	-6419.630	-1901.580	-203.713	65.800	18.400				GameObjects-Bronzebeard | dumps_part2	UnGoroCrater	ascension
776238	Assistant's Remains	Generic	655981	4	2	1	EasternPlaguelands	0	3301.380	-3620.020	149.356	33.100	15.000				dumps_part2 | dumps_part3	EasternPlaguelands	ascension
786879	Geo Band	Generic	63518	3	2	1	Silithus	1	-6990.020	1114.550	9.743	40.900	44.400				GameObjects-Bronzebeard | dumps_part2	Silithus	ascension
786881	Wind Pendant	Generic	1066265	3	2	1	Silithus	1	-6168.160	1782.080	29.938	21.700	9.000				GameObjects-Bronzebeard | dumps_part2	Silithus	ascension
787880	Crude Bluegill Totem	Generic	1033507	2	1	1	Wetlands	0	-3213.710	-1023.740	9.008	15.300	38.700				dumps_part2	Wetlands	ascension
790622	Vine	Goober	8129	3	3	2	UnGoroCrater	1	-7978.530	-1807.540	-270.300	63.300	81.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	UnGoroCrater | UngoroCrater	ascension
790623	Vine	Goober	8129	3	3	2	UnGoroCrater	1	-6978.860	-1790.780	-260.492	62.800	41.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	UnGoroCrater | UngoroCrater	ascension
799969	Rumbling Hot Spot	Goober	6421	3	3	2	UnGoroCrater	1	-7082.820	-1305.370	-174.334	49.700	45.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	UnGoroCrater | UngoroCrater	ascension
800034	Human House			1	1	1											dumps_part4	Elwynn	ascension
800044	Troll watch tower			1	1	1											dumps_part4	Mulgore	ascension
800059	Bridge Brick	Trap	7440	2	2	1	DeadwindPass	0	-11162.700	-1986.900	34.987	46.100	77.800				GameObjects-Bronzebeard | dumps_part2	DeadwindPass	ascension
800065	Tent Large			1	1	1	Stranglethorn	0	-11975.327	599.072	0.574	25.400	19.000				dumps_part4	Stranglethorn	ascension
800067	Mage Statue	Trap	139	4	3	1	Mulgore	1	-1797.110	335.633	206.441	33.300	44.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Mulgore	ascension
800079	Portable Mystic Altar (League 4)	Binder	1080800	2	1	2	Azeroth	1	-8835.442	633.637	94.306	43.000	73.700				dumps_part4	Azeroth | Stormwind	ascension
800803	Newdead book shelf	Trap	137	4	3	1	DeadwindPass	0	-10935.500	-1888.100	-17.292	42.200	64.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DeadwindPass	ascension
815986	Sunfire Petal	Chest	1016304	2	2	1	UnGoroCrater	1	-8151.640	-943.109	-187.410	39.900	88.600				GameObjects-Bronzebeard | dumps_part2	UnGoroCrater	ascension
818001	Unclaimed Belongings	Chest	259	1	1	1	Tanaris	1	-7432.173	-4034.356	9.324	55.300	33.900				dumps_part4	Tanaris	ascension
818100	Precarious Treasure	Generic	1387	4	2	2	Badlands	0	-6085.090	-3168.680	274.270	43.800	11.800				GameObjects-Bronzebeard | dumps_part2	Badlands | LochModan	ascension
835953	Redfang's Cache	Chest	336	2	2	1	Redridge	0	-9793.860	-2218.980	58.609	29.900	84.200				GameObjects-Bronzebeard | dumps_part2	Redridge	ascension
835955	Snarl's Cache	Chest	336	3	2	1	Silverpine	0	965.631	660.756	73.966	66.400	25.000				GameObjects-Bronzebeard | dumps_part2	Silverpine	ascension
835956	Horgog Supplies	Chest	980926	2	2	1	Barrens	1	-1924.680	-1777.510	92.768	43.400	52.400				GameObjects-Bronzebeard | dumps_part2	Barrens	ascension
835957	Graceful Relic	Generic	1027448	3	2	1	StonetalonMountains	1	-7.889	-774.758	1.008	82.300	89.800				GameObjects-Bronzebeard | dumps_part2	StonetalonMountains	ascension
835958	Sorcerer's Cache	Chest	336	3	2	1	Silverpine	0	-93.967	956.134	68.888	59.400	62.900				GameObjects-Bronzebeard | dumps_part2	Silverpine	ascension
835959	Siren's Supplies	Chest	336	4	2	2	Darkshore	1	6769.030	-695.584	70.026	55.500	35.800				GameObjects-Bronzebeard | dumps_part2	Darkshore | Felwood	ascension
835961	Blackwood War Supplies	Chest	980926	2	2	1	Darkshore	1	6893.580	-489.078	40.551	52.400	33.000				GameObjects-Bronzebeard | dumps_part2	Darkshore	ascension
835962	Boombang Barrel	Chest	279	4	2	1	LochModan	0	-5605.170	-3925.310	324.886	70.000	60.800				GameObjects-Bronzebeard | dumps_part2	LochModan	ascension
836190	Spike	Button	1069942	2	2	1	Darkshore	1	6839.620	-679.320	63.973	55.300	34.200				GameObjects-Bronzebeard | dumps_part2	Darkshore	ascension
836216	Wanted: Construct Surgeon	Questgiver	2491	3	1	1	EasternPlaguelands	0	2295.430	-5309.630	81.725	75.000	52.400				dumps_part2	EasternPlaguelands	ascension
836217	Felblight Root	Chest	980926	2	2	1	Winterspring	1	4633.390	-4684.540	883.379	61.500	82.400				GameObjects-Bronzebeard | dumps_part2	Winterspring	ascension
836218	Moonrest Supplies	Chest	1010317	2	2	1	Darkshore	1	5486.370	529.561	15.868	36.800	65.200				GameObjects-Bronzebeard | dumps_part2	Darkshore	ascension
836224	Capacitor Totem			3	2	1	Badlands	0	-7239.810	-3489.220	311.004	56.700	81.400				GameObjects-Bronzebeard | dumps_part2	Badlands	ascension
836226	Explosive Shot	Chest	980926	3	1	1	EasternPlaguelands	0	3103.320	-4400.010	106.904	52.400	22.400				dumps_part2	EasternPlaguelands	ascension
836392	Book of Sacrifice: Volume I	Chest	980926	3	1	1	EasternPlaguelands	0	1782.670	-5423.120	84.187	77.800	71.500				dumps_part2	EasternPlaguelands	ascension
860009	Mysterious Curse	Generic	89952	3	1	1	EasternPlaguelands	0	2855.430	-3207.810	134.187	22.800	31.600				dumps_part2	EasternPlaguelands	ascension
875632	Sailor's Gambeson	Generic	1033798	3	3	1	Durotar	1	-54.982	-4959.620	22.994	56.700	52.900	0			GameObjects-Bronzebeard | dumps-part1 | dumps_part2	Durotar	ascension
886942	Hunter's Cache			6	2	2	Alterac	0	1111.620	-727.453	71.344	54.000	20.800				GameObjects-Bronzebeard | dumps_part2	Alterac | Tirisfal	ascension
886943	Umbral Tear			3	2	1	Tanaris	1	-10005.300	-3765.800	7.120	51.400	89.800				GameObjects-Bronzebeard | dumps_part2	Tanaris	ascension
886945	Wild Felfire	Chest	980926	3	2	1	Felwood	1	5780.710	-756.902	392.199	41.700	35.300				GameObjects-Bronzebeard | dumps_part2	Felwood	ascension
886947	Mutilated Corpse	Chest	980926	3	2	1	Tanaris	1	-8274.080	-2729.590	22.725	36.400	52.200				GameObjects-Bronzebeard | dumps_part2	Tanaris	ascension
886949	Molten Core	Chest	1010731	2	1	1	BurningSteppes	0	-8402.040	-1598.840	210.016	45.500	70.200				dumps_part2	BurningSteppes	ascension
886952	Lost Adventure's Chest	Chest	1051775	6	2	2	Feralas	1	-4471.180	-863.510	35.012	90.700	45.400				GameObjects-Bronzebeard | dumps_part2	Feralas | ThousandNeedles	ascension
893615	Ethereal Barrel	Generic	7089	10	3	2	Ogrimmar	1	1683.820	-4439.970	19.353	54.100	63.100	0			dumps-part1 | dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
893619	Ethereal 6	Generic	7166	9	2	1	Stormwind	0	-8802.030	669.656	96.200	60.600	69.600	0			dumps-part1 | dumps_part4	Stormwind	ascension
900158	Plank	Generic	1009826	3	2	1	Elwynn	0	-9824.060	-433.346	37.338	56.700	81.400				GameObjects-Bronzebeard | dumps_part2	Elwynn	ascension
900364	Garona's Tribute	Chest	1019417	1	1	1	Stormwind	0	-8333.481	523.188	122.275	69.000	29.100				dumps_part4	Stormwind	ascension
910646	Pendant of the Sun			1	1	1	Mulgore	1	-2946.412	-969.308	54.081	58.700	78.100				dumps_part4	Mulgore	ascension
910647	Pendant of the Sun			1	1	1	Durotar	1	-179.464	-4351.741	69.215	45.200	56.400				dumps_part4	Durotar	ascension
912365	Do NOT jump down this hill!	Generic	5452	1	1	1	DunMorogh	0	-5890.970	-488.012	410.943	46.500	61.300				dumps_part4	DunMorogh	ascension
912366	Just keep walking.	Generic	5452	1	1	1	DunMorogh	0	-5884.230	-488.354	410.385	46.500	61.100				dumps_part4	DunMorogh	ascension
912367	I know you're curious.	Generic	5452	1	1	1	DunMorogh	0	-5877.240	-488.830	409.923	46.500	60.900				dumps_part4	DunMorogh	ascension
912368	BUT DON'T.	Generic	5452	1	1	1	DunMorogh	0	-5870.690	-491.301	409.105	46.600	60.700				dumps_part4	DunMorogh	ascension
912369	STAY AWAY!	Generic	5452	1	1	1	DunMorogh	0	-5864.950	-495.893	409.061	46.700	60.500				dumps_part4	DunMorogh	ascension
912370	OR DIE!	Generic	5452	1	1	1	DunMorogh	0	-5861.450	-501.547	409.407	46.800	60.400				dumps_part4	DunMorogh	ascension
912371	Don't come closer!	Generic	5452	1	1	1	DunMorogh	0	-5838.648	-524.660	408.912	47.200	59.700				dumps_part4	DunMorogh	ascension
912400	Firelands Brazier Flame	Generic	110052	3	2	1	SearingGorge	0	-6824.470	-1338.560	167.018	45.500	48.700				GameObjects-Bronzebeard | dumps_part2	SearingGorge	ascension
915368	Dirt	Generic	63519	2	2	1	Darkshore	1	5691.820	67.498	32.484	43.900	60.500				GameObjects-Bronzebeard | dumps_part2	Darkshore	ascension
922365	Dusty Plate	Text	3412	3	3	1	Tirisfal	0	1933.090	-150.787	36.985	70.500	63.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Tirisfal	ascension
922366	Polished Plaque	Text	66377	3	3	1	Tirisfal	0	1929.920	-137.859	36.472	70.200	63.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Tirisfal	ascension
936217	Felblight Root	Generic	1059244	2	2	1	Winterspring	1	4633.390	-4684.540	883.279	61.500	82.400				GameObjects-Bronzebeard | dumps_part2	Winterspring	ascension
967019	Sanguine Workbench	SpellFocus	140000	21	5	6	DunMorogh	0	-4866.510	-877.651	512.903	54.400	30.100	0			GameObjects-Bronzebeard | dumps-part1 | dumps_part2 | dumps_part3 | dumps_part4	DunMorogh | Ironforge | Ogrimmar | Stormwind | Stranglethorn | Teldrassil	ascension
967049	Rare Hidden Cache Silithus	Chest	10050	3	2	1	Silithus	1	-7111.870	352.949	26.296	62.700	49.700				GameObjects-Bronzebeard | dumps_part2	Silithus	ascension
974589	Sack of Herbs Stack 2 RPG Prop			1	1	1	LochModan	0	-5253.637	-4128.689	332.910	77.400	41.600				dumps_part4	LochModan	ascension
988458	Pile of Skulls	Chest	293	4	4	1	Durotar	1	-624.542	-4296.780	40.290	44.100	69.000	259	Open Kneeling		GameObjects-Bronzebeard | dumps-part1 | dumps_part2 | dumps_part4	Durotar	ascension
989641	Glimmer of Light			1	1	1	Duskwood	0	-10928.500	-340.950	39.909	43.500	67.300				dumps_part4	Duskwood	ascension
995003	Tombstone of the Lost Knight	Chest	515454	6	3	2	Hilsbrad	0	-754.855	-623.402	16.327	52.800	54.100			Tomorrow Comes: A New Dawn	GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hilsbrad | Hinterlands	ascension
995517	Scorched Parchment	Questgiver	163	2	1	1	BurningSteppes	0	-7507.220	-2178.510	164.543	65.300	24.400				dumps_part2	BurningSteppes	ascension
1008006	Flesh_02	Generic	14	2	1	1	BurningSteppes	0	-7854.160	-2640.640	124.170	81.000	42.200				dumps_part2	BurningSteppes	ascension
1008007	Flesh_03	Generic	14	1	1	1	Tanaris	1	-7701.043	-2612.730	-56.155	34.700	39.700				dumps_part4	Tanaris	ascension
1008010	Legion Cache [20-24]	Chest	9233	1	1	1	Ashenvale	1	4090.810	1045.500	1.916	11.300	15.100				dumps_part4	Ashenvale	ascension
1008011	Legion Cache [25-29]	Chest	9233	1	1	1	Ashenvale	1	2785.490	-2995.020	151.531	81.400	49.100				dumps_part4	Ashenvale	ascension
1090048	Smashed Shield	Chest	1015129	4	3	1	Stranglethorn	0	-13264.500	46.400	18.262	34.100	49.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
1107655	Mysterious Crystal			4	2	1	Hilsbrad	0	-871.721	70.962	3.539	31.100	59.600				dumps_part2 | dumps_part4	Hilsbrad	ascension
1134104	Worldforged Cache	Chest	10	5	3	1	EasternPlaguelands	0	1582.790	-5610.900	111.171	82.400	78.900				dumps_part2 | dumps_part3 | dumps_part4	EasternPlaguelands	ascension
1134868	Natural Flow	Chest	10	4	2	1	Feralas	1	-3369.630	2066.450	187.697	48.600	21.600				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
1134869	Worldforged Cache			1	1	1	Dustwallow	1	-4223.480	-3898.921	2.122	55.700	62.600				dumps_part4	Dustwallow	ascension
1134870	Worldforged Cache			3	2	1	Silithus	1	-6190.820	1853.000	37.400	19.700	10.000				GameObjects-Bronzebeard | dumps_part2	Silithus	ascension
1134872	Worldforged Cache			2	1	1	Wetlands	0	-2816.230	-975.501	-13.064	14.200	24.200				dumps_part2	Wetlands	ascension
1146085	Cave In	Generic	2230	4	3	1	LochModan	0	-5438.750	-4187.992	393.207	79.500	51.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	LochModan	ascension
1185566	Moonstone	Chest	980926	6	3	2	Darnassis	1	9637.896	2524.097	1331.544	39.100	85.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Darnassis | Feralas	ascension
1187765	Mysterious Sun Sigil			1	1	1	Ashenvale	1	1868.702	-1774.962	63.884	60.300	73.000				dumps_part4	Ashenvale	ascension
1188163	Escape Rope	Goober	7717	4	3	1	LochModan	0	-5453.021	-4215.322	392.634	80.500	52.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	LochModan	ascension
1190584	Lost Sword of Vengeance	Chest	7961	5	3	3	Hinterlands	0	572.410	-3538.150	108.421	51.000	34.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands | LochModan | Wetlands	ascension
1190585	Flourishing Flowers	Chest	1060657	6	3	2	Barrens	1	-1121.990	-2171.530	81.292	47.300	40.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Barrens | Redridge	ascension
1190586	Nature's Bloom	Chest	980926	4	3	3	Ashenvale	1	1517.470	-2138.023	89.142	66.600	82.100			Powerful Flowers	GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Ashenvale | Aszhara | Barrens	ascension
1190587	Grove Flowers			1	1	1	Darkshore	1	4993.307	82.756	52.773	43.600	76.500				dumps_part4	Darkshore	ascension
1194357	Poison Vial	Chest	8447	7	3	3	Duskwood	0	-11125.050	548.138	71.293	10.600	78.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Duskwood | Stranglethorn | Westfall	ascension
1194358	Poison Vial			2	1	2	Silverpine	0	1481.911	432.594	-83.542	71.800	6.600				dumps_part4	Silverpine | Tirisfal	ascension
1203236	Dynamite Bundle	Generic	191	4	3	1	Silithus	1	-7001.970	1867.370	6.164	19.200	44.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Silithus	ascension
1215386	Crumbling Statue	Chest	980926	3	1	1	EasternPlaguelands	0	2948.460	-3978.860	104.908	42.000	28.100				dumps_part2	EasternPlaguelands	ascension
1234869	Tidal Treasures Crate	Generic	275	4	2	1	Dustwallow	1	-4223.560	-3898.870	2.125	55.700	62.600				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
1234870	Tidal Treasure Shell A	Generic	1050445	4	2	1	Dustwallow	1	-4223.980	-3898.670	2.281	55.700	62.600				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
1234871	Tidal Treasure	Chest	7362	4	2	1	Dustwallow	1	-4223.900	-3899.030	2.346	55.700	62.600				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
1234872	Tidal Treasure Shell C	Generic	1056039	4	2	1	Dustwallow	1	-4223.740	-3898.930	2.386	55.700	62.600				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
1240526	Plunger	Goober	9277	4	3	1	Silithus	1	-7011.273	1861.011	6.334	19.400	45.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Silithus	ascension
1240527	Plunger	Goober	9277	4	3	1	LochModan	0	-5435.162	-4175.465	391.330	79.100	51.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	LochModan	ascension
1272038	Invisible Collision	Generic	1010403	3	3	2	Aszhara	1	3834.500	-5513.950	126.138	44.100	44.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Aszhara | Azshara	ascension
1272039	Invisible Collision	Generic	86131	3	3	2	Barrens	1	-1067.900	-3535.690	64.413	60.800	39.700	0			GameObjects-Bronzebeard | dumps-part1 | dumps_part2	Barrens | Desolace	ascension
1272040	Invisible Collision	Generic	86131	3	1	1	EasternPlaguelands	0	1534.920	-5428.840	80.824	77.900	80.700				dumps_part2	EasternPlaguelands	ascension
1273828	Infernal Husk	Generic	1044330	4	3	1	Felwood	1	5550.999	-731.908	342.096	41.300	41.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
1273830	Weak Infernal Core	Goober	1026276	4	3	1	Felwood	1	5545.190	-731.588	343.560	41.300	41.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
1273833	Searing Gorge tree	Generic	89043	4	3	1	SearingGorge	0	-6760.740	-1781.750	256.856	65.400	44.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	SearingGorge	ascension
1279621	Bloodstain	Goober	1042959	4	3	2	Aszhara	1	5084.725	-5116.322	931.130	36.300	7.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Aszhara | Winterspring	ascension
1279623	Bloodstain visual			1	1	1	Felwood	1	6107.300	-1638.634	490.440	57.000	26.800				dumps_part4	Felwood	ascension
1282001	Book of Faith			5	1	2	Duskwood	0	-10553.700	-1108.950	32.760	71.900	46.500				dumps_part4	Duskwood | Hilsbrad	ascension
1310550	Worldforged Cache	Chest	10	2	2	1	SwampOfSorrows	0	-10261.200	-4004.250	-99.711	77.700	41.900				GameObjects-Bronzebeard | dumps_part2	SwampOfSorrows	ascension
1324350	Worldforged Cache	Chest	10	2	2	1	Winterspring	1	6720.680	-5261.170	793.772	69.600	38.300				GameObjects-Bronzebeard | dumps_part2	Winterspring	ascension
1325750	Worldforged Cache	Chest	10	2	2	1	Ashenvale	1	1712.060	-3459.780	144.097	89.500	77.000				GameObjects-Bronzebeard | dumps_part2	Ashenvale	ascension
1325820	Worldforged Cache	Chest	10	3	3	2	UnGoroCrater	1	-7164.110	-1152.670	-263.703	45.600	48.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	UnGoroCrater | UngoroCrater	ascension
1325870	Worldforged Cache	Chest	10	3	2	1	Tanaris	1	-8653.410	-4408.100	-207.687	60.700	60.400				GameObjects-Bronzebeard | dumps_part2	Tanaris	ascension
1325960	Worldforged Cache			2	2	1	Azshara	1	4270.060	-6304.810	92.850	59.700	31.700				GameObjects-Bronzebeard | dumps_part2	Azshara	ascension
1326000	Worldforged Cache	Chest	10	2	2	1	Darkshore	1	4571.230	419.795	33.741	38.500	86.200				GameObjects-Bronzebeard | dumps_part2	Darkshore	ascension
1326020	Worldforged Cache	Chest	10	2	2	1	Winterspring	1	5203.350	-4821.010	700.958	63.400	70.400				GameObjects-Bronzebeard | dumps_part2	Winterspring	ascension
1326080	Worldforged Cache	Chest	10	3	2	1	Duskwood	0	-10780.400	-1382.200	40.877	82.100	59.100				GameObjects-Bronzebeard | dumps_part2	Duskwood	ascension
1326110	Worldforged Cache	Chest	10	2	2	1	UnGoroCrater	1	-6558.560	-1286.010	-281.063	49.200	24.000				GameObjects-Bronzebeard | dumps_part2	UnGoroCrater	ascension
1326220	Worldforged Cache			3	2	1	Alterac	0	1008.700	-803.704	108.428	56.700	26.300				GameObjects-Bronzebeard | dumps_part2	Alterac	ascension
1326360	Worldforged Cache	Chest	10	2	2	1	UnGoroCrater	1	-7209.110	-610.949	-269.302	30.900	50.400				GameObjects-Bronzebeard | dumps_part2	UnGoroCrater	ascension
1326470	Worldforged Cache	Chest	10	4	2	1	Stranglethorn	0	-14113.900	481.154	0.284	27.300	69.200				GameObjects-Bronzebeard | dumps_part2	Stranglethorn	ascension
1326480	Worldforged Cache	Chest	10	2	2	1	Ashenvale	1	1412.850	-2187.440	92.410	67.400	84.800				GameObjects-Bronzebeard | dumps_part2	Ashenvale	ascension
1326500	Worldforged Cache	Chest	10	3	2	1	Stranglethorn	0	-13392.400	310.480	49.030	29.900	52.300				GameObjects-Bronzebeard | dumps_part2	Stranglethorn	ascension
1326590	Worldforged Cache	Chest	10	3	2	1	Stranglethorn	0	-11905.900	-1207.120	85.137	53.700	17.300				GameObjects-Bronzebeard | dumps_part2	Stranglethorn	ascension
1326602	Jewelcrafting Stool	Chair	1015407	2	2	2	Ogrimmar	1	1701.250	-4268.860	33.372	41.900	61.200				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326603	Jewelcrafting Drawer Double	Generic	1015412	1	1	1	Ogrimmar	1	1698.540	-4263.890	33.210	41.600	61.500				dumps_part3	Ogrimmar	ascension
1326604	Jewelcrafting Bench Clamp	Generic	1015574	2	2	2	Ogrimmar	1	1706.310	-4264.540	33.361	41.600	60.700				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326605	Jewelcrafting Main Table	Generic	1015576	2	2	2	Ogrimmar	1	1700.450	-4267.710	33.337	41.900	61.300				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326606	Jewelcrafting Tool 2	Generic	1016305	1	1	1	Ogrimmar	1	1706.300	-4264.520	34.898	41.600	60.700				dumps_part3	Ogrimmar	ascension
1326607	Jewelcrafting Tool 3	Generic	1016306	2	2	2	Ogrimmar	1	1700.250	-4268.870	34.375	41.900	61.300				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326608	Jewelcrafting Tool 1	Generic	1037503	1	1	1	Stormwind	0	-8865.867	860.242	101.148	49.700	75.100				dumps_part4	Stormwind	ascension
1326609	Jewelcrafting Tool 4	Generic	1037522	2	2	2	Ogrimmar	1	1701.960	-4267.420	34.470	41.800	61.100				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326610	Jewelcrafting Tool 5	Generic	1037502	2	2	2	Ogrimmar	1	1700.430	-4268.690	34.388	41.900	61.300				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326611	Jewelcrafting Drawer Single	Generic	1016309	2	2	2	Ogrimmar	1	1698.800	-4269.650	33.432	42.000	61.500				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326612	Jewelcrafting Magnifying Glass	Generic	1026150	2	2	2	Ogrimmar	1	1701.610	-4267.470	34.470	41.800	61.200				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326613	Jewelcrafting Clamp	Generic	1030194	2	2	2	Ogrimmar	1	1698.580	-4269.100	35.212	42.000	61.500				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326614	Jewelcrafting Armor	Generic	1051540	1	1	1	Stormwind	0	-8855.007	866.059	99.610	49.300	74.200				dumps_part4	Stormwind	ascension
1326615	Dalaran Counter 1	Generic	62577	1	1	1	Stormwind	0	-8855.344	857.404	99.610	49.800	74.200				dumps_part4	Stormwind	ascension
1326617	Jewelcrafting Stool Bigger	Generic	1015407	2	2	2	Ogrimmar	1	1701.870	-4267.260	33.301	41.800	61.100				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326618	Jewelcrafting Vault Stormwind	Generic	1015579	1	1	1	Stormwind	0	-8858.594	852.143	99.610	50.100	74.500				dumps_part4	Stormwind	ascension
1326619	Jewelcrafting Gem Purple 01	Trap	1031225	1	1	1	Stormwind	0	-8861.399	860.282	100.877	49.600	74.700				dumps_part4	Stormwind	ascension
1326620	Jewelcrafting Gem White 01	Trap	1031087	2	2	2	Ogrimmar	1	1699.270	-4270.240	35.211	42.000	61.400				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326621	Jewelcrafting Gem Uncut 02	Trap	7455	2	2	2	Ogrimmar	1	1700.350	-4277.390	33.550	42.500	61.300				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326622	Jewelcrafting Gem Uncut 01	Trap	88153	2	2	2	Ogrimmar	1	1701.880	-4267.140	34.470	41.800	61.100				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326623	Jewelcrafting Gem Uncut 03	Trap	88151	2	2	2	Ogrimmar	1	1706.590	-4269.520	34.311	42.000	60.600				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326624	Jewelcrafting Gem Uncut 02 smaller	Trap	7455	2	2	2	Ogrimmar	1	1706.690	-4267.970	34.309	41.900	60.600				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
1326625	Jewelcrafting Gem Cut 02	Trap	88154	2	2	2	Ogrimmar	1	1698.740	-4270.290	35.212	42.000	61.500				dumps_part3 | dumps_part4	Ogrimmar | Stormwind	ascension
